Contraparte;Emissão;Vencimento;Taxa Distribuidor;Taxa Cliente;DI_ref;PU_tesouraria;Quantidade;Prazo;Produto;Indexador;Batimento PU
Itau Private;2021-09-29;2023-03-31;0,093;0,093;0,0938785110815823;1000,0;200,0;18,0;LCA;PRE;OK
Itau Private;2021-09-29;2023-09-29;0,0979;0,0979;0,0976876281792003;1000,0;125,0;24,0;LCA;PRE;OK
Itau Corretora;2021-09-29;2023-09-29;1,03;1,0;0,0976876281792003;994,43535059;400,0;24,0;LCA;POS;OK
Andbank;2021-09-29;2023-09-19;0,0979;0,0954;0,0976876281792003;995,53208599;200,0;24,0;LCA;PRE;OK
Easynvest;2021-09-29;2025-09-29;0,1049;0,1009;0,104047623103409;985,64005392;50,0;48,0;LCA;PRE;OK
Ágora;2021-09-29;2023-09-29;0,0979;0,0954;0,0976876281792003;995,46004144;50,0;24,0;LCA;PRE;OK
XP Investimentos;2021-09-29;2022-03-29;0,0814;0,0755;0,080730514215732;997,31162532;50,0;6,0;CDB;PRE;OK
XP Investimentos;2021-09-29;2022-09-29;0,0911;0,09;0,0892921446612369;998,99184309;75,0;12,0;CDB;PRE;OK
XP Investimentos;2021-09-29;2023-09-29;0,0979;0,097;0,0976876281792003;998,36442738;219,0;24,0;LCA;PRE;OK
XP Investimentos;2021-09-29;2023-09-29;0,0979;0,092;0,0976876281792003;989,30224103;100,0;24,0;LCA;PRE;OK
XP Investimentos;2021-09-29;2024-09-30;0,1027;0,1015;0,101908805915861;996,74745098;391,0;36,0;LCA;PRE;OK
XP Investimentos;2021-09-29;2025-09-29;0,1049;0,104;0,104047623103409;996,7554349;200,0;48,0;LCA;PRE;OK
XP Investimentos;2021-09-29;2023-09-29;1,03;1,02;0,0976876281792003;998,14167246;50,0;24,0;LCA;POS;OK
BTG Pactual Digital;2021-09-29;2023-09-29;0,0979;0,0969;0,0976876281792003;998,18277955;50,0;24,0;LCA;PRE;OK
