Contraparte;Emissão;Vencimento;Taxa Distribuidor;Taxa Cliente;DI_ref;PU_tesouraria;Quantidade;Prazo;Produto;Indexador;Batimento PU
Itau Private;2021-10-25;2024-10-25;0,1163;0,1163;0,116980639767001;1000,0;150,0;36,0;LCA;PRE;OK
Daycoval;2021-10-25;2023-10-16;0,114;0,112;0,115185720018151;996,46940181;50,0;24,0;LCA;PRE;OK
Daycoval;2021-10-25;2022-10-21;0,106;0,104;0,109014018991587;998,20602059;200,0;12,0;LCA;PRE;OK
Daycoval;2021-10-25;2023-10-16;0,114;0,112;0,115185720018151;996,46940181;50,0;24,0;LCA;PRE;OK
Andbank;2021-10-25;2022-10-20;1,0;0,98;0,109014018991587;997,95770871;65,0;12,0;LCA;POS;OK
Andbank;2021-10-25;2022-10-20;0,106;0,1035;0,109014018991587;997,76648159;79,0;12,0;LCA;PRE;OK
Andbank;2021-10-25;2023-10-16;0,114;0,1115;0,115185720018151;995,5877121;116,0;24,0;LCA;PRE;OK
Andbank;2021-10-25;2024-10-09;0,1163;0,1138;0,116980639767001;993,40246576;220,0;36,0;LCA;PRE;OK
Daycoval;2021-10-25;2022-10-21;0,106;0,104;0,109014018991587;998,20602059;50,0;12,0;LCA;PRE;OK
Inter DTVM;2021-10-25;2022-10-21;0,106;0,101;0,109014018991587;995,51500309;400,0;12,0;LCA;PRE;OK
Inter DTVM;2021-10-25;2023-10-25;0,114;0,11;0,115185720018151;992,84573641;200,0;24,0;LCA;PRE;OK
Inter DTVM;2021-10-25;2025-10-27;0,1151;0,1115;0,117211296282881;987,14876127;150,0;48,0;LCA;PRE;OK
Daycoval;2021-10-25;2024-10-09;0,1163;0,1143;0,116980639767001;994,71966273;80,0;36,0;LCA;PRE;OK
BTG Pactual WM;2021-10-25;2023-10-25;0,114;0,1135;0,115185720018151;999,10431527;100,0;24,0;LCA;PRE;OK
BTG Pactual WM;2021-10-25;2023-10-25;0,114;0,113;0,115185720018151;998,20903105;50,0;24,0;LCA;PRE;OK
Nu Invest;2021-10-25;2022-10-21;0,106;0,102;0,109014018991587;996,41201538;100,0;12,0;LCA;PRE;OK
Nu Invest;2021-10-25;2023-04-26;0,1109;0,1069;0,113218780234062;994,61807565;50,0;18,0;LCA;PRE;OK
Nu Invest;2021-10-25;2023-10-25;0,114;0,11;0,115185720018151;992,84573641;150,0;24,0;LCA;PRE;OK
Nu Invest;2021-10-25;2024-10-25;0,1163;0,11;0,116980639767001;983,16443986;50,0;36,0;LCA;PRE;REVALIDAR
Nu Invest;2021-10-25;2025-10-27;0,1151;0,1111;0,117211296282881;985,72853129;50,0;48,0;LCA;PRE;OK
Ágora;2021-10-25;2024-10-24;0,1163;0,1148;0,116980639767001;995,97955431;50,0;36,0;LCA;PRE;OK
Ágora;2021-10-25;2022-10-25;0,106;0,1035;0,109014018991587;997,73960217;1460,0;12,0;LCA;PRE;OK
Ágora;2021-10-25;2023-10-25;0,114;0,1114;0,115185720018151;995,34681295;530,0;24,0;LCA;PRE;OK
Ágora;2021-10-25;2023-04-25;0,1109;0,1083;0,113218780234062;996,50991956;110,0;18,0;LCA;PRE;OK
Ágora;2021-10-25;2024-10-24;0,1163;0,1138;0,116980639767001;993,30524881;50,0;36,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2022-01-24;0,0855;0,0795;0,087952996346216;998,61527478;150,0;3,0;CDB;PRE;OK
XP Investimentos;2021-10-25;2022-04-25;0,097;0,091;0,0978051729356024;997,3049286;50,0;6,0;CDB;PRE;OK
XP Investimentos;2021-10-25;2022-10-25;0,1093;0,1035;0,109014018991587;994,77147751;110,0;12,0;CDB;PRE;OK
XP Investimentos;2021-10-25;2022-10-25;0,106;0,105;0,109014018991587;999,09584087;927,0;12,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2022-10-25;0,106;0,102;0,109014018991587;996,38336347;350,0;12,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2022-10-25;0,106;0,101;0,109014018991587;995,47920434;200,0;12,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2023-10-25;0,114;0,113;0,115185720018151;998,20903105;886,0;24,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2023-10-25;0,114;0,108;0,115185720018151;989,2782169;827,0;24,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2024-10-24;0,1163;0,1155;0,116980639767001;997,85441949;1043,0;36,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2024-10-24;0,1163;0,1135;0,116980639767001;992,50389108;50,0;36,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2024-10-24;0,1163;0,112;0,116980639767001;988,50356258;50,0;36,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2024-10-24;0,1163;0,1105;0,116980639767001;984,51399043;607,0;36,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2025-10-24;0,1151;0,114;0,117211296282881;996,06390134;230,0;48,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2025-10-24;0,1151;0,113;0,117211296282881;992,49572021;745,0;48,0;LCA;PRE;OK
XP Investimentos;2021-10-25;2022-10-25;1,0;0,95;0,109014018991587;994,84079608;110,0;12,0;LCA;POS;OK
XP Investimentos;2021-10-25;2022-10-25;1,0;0,99;0,109014018991587;998,96603169;695,0;12,0;LCA;POS;OK
Itau Corretora;2021-10-25;2024-10-25;1,03;1,0;0,116980639767001;990,09500465;200,0;36,0;LCA;POS;OK
Guide;2021-10-25;2023-10-26;0,114;0,111;0,115185720018151;994,62125583;250,0;24,0;LCA;PRE;OK
Guide;2021-10-25;2024-10-25;0,1163;0,1133;0,116980639767001;991,95929892;150,0;36,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2023-04-25;0,1109;0,1079;0,113218780234062;995,97334136;100,0;18,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2022-10-25;0,106;0,105;0,109014018991587;999,09584087;300,0;12,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2022-10-25;0,106;0,103;0,109014018991587;997,2875226;144,0;12,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2024-10-25;0,1163;0,1113;0,116980639767001;986,62284863;74,0;36,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2025-10-27;0,1151;0,1101;0,117211296282881;982,18466095;100,0;48,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2022-10-25;0,106;0,105;0,109014018991587;999,09584087;50,0;12,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2023-04-25;0,1109;0,1099;0,113218780234062;998,65718517;150,0;18,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2022-10-25;1,0;0,965;0,109014018991587;996,38576727;200,0;12,0;LCA;POS;OK
Órama;2021-10-25;2023-04-18;0,1109;0,1079;0,113218780234062;996,01609271;110,0;18,0;LCA;PRE;OK
Órama;2021-10-25;2024-10-09;0,1163;0,1153;0,116980639767001;997,3575205;449,0;36,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2023-10-25;0,114;0,109;0,115185720018151;991,06117563;70,0;24,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2023-10-25;0,114;0,1106;0,115185720018151;993,91724187;100,0;24,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-25;2022-10-25;0,106;0,1027;0,109014018991587;997,01627486;183,0;12,0;LCA;PRE;OK
