Contraparte;Emissão;Vencimento;Taxa Distribuidor;Taxa Cliente;DI_ref;PU_tesouraria;Quantidade;Prazo;Produto;Indexador;Batimento PU
XP Investimentos;2021-10-21;2022-10-21;0,1014;0,0955;0,101050518493921;994,64318141;100,0;12,0;CDB;PRE;OK
XP Investimentos;2021-10-21;2022-10-21;0,0981;0,097;0,101050518493921;998,99826974;100,0;12,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2022-10-21;0,0981;0,0955;0,101050518493921;997,63227393;249,0;12,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2022-10-21;0,0981;0,094;0,101050518493921;996,26627812;80,0;12,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2022-10-21;0,0981;0,093;0,101050518493921;995,35561424;1096,0;12,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2023-10-23;0,1085;0,1075;0,109858504531276;998,20014886;505,0;24,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2023-10-23;0,1085;0,1055;0,109858504531276;994,6053005;250,0;24,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2023-10-23;0,1085;0,1025;0,109858504531276;989,22516285;994,0;24,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2024-10-21;0,1125;0,1115;0,113535675361444;997,31291194;1040,0;36,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2024-10-21;0,1125;0,1065;0,113535675361444;983,94955925;700,0;36,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2025-10-20;0,1135;0,1115;0,115342077566768;992,856029;1000,0;48,0;LCA;PRE;OK
XP Investimentos;2021-10-21;2022-10-21;1,0;0,95;0,101050518493921;995,19919709;150,0;12,0;LCA;POS;OK
XP Investimentos;2021-10-21;2022-10-21;1,0;0,97;0,101050518493921;997,11675731;83,0;12,0;LCA;POS;OK
XP Investimentos;2021-10-21;2022-10-21;1,0;0,99;0,101050518493921;999,03799762;726,0;12,0;LCA;POS;OK
Órama;2021-10-21;2022-07-25;0,0973;0,0944;0,097556198948662;998,00672598;50,0;9,0;CDB;PRE;OK
Órama;2021-10-21;2024-10-07;0,1129;0,1115;0,113535675361444;996,29053865;345,0;36,0;LCA;PRE;OK
